ga:cityId,ga:dimension5
1025576,small town
1025577,small town
1025579,small town
1025580,small town
1025581,small town
1025582,small town
1025583,small town
1025584,small town
1025585,small town
1025588,small town
1025589,small town
1025590,small town
1025591,small town
1025592,small town
1025595,small town
1025596,small town
1025597,small town
1025598,small town
1025599,small town
1025600,small town
1025602,town
1025603,small town
1025605,small town
1025607,small town
1025608,small town
1025609,small town
1025610,small town
1025611,town
1025612,small town
1025613,small town
1025614,small town
1025615,small town
1025616,small town
1025618,large town
1025620,small town
1025622,town
1025623,small town
1025624,small town
1025625,small town
1025626,small town
1025627,town
1025628,large town
1025629,small town
1025630,small town
1025631,small town
1025632,small town
1025634,small town
1025635,small town
1025636,small town
1025637,small town
1025640,small town
1025641,small town
1025643,small town
1025644,small town
1025646,small town
1025647,small town
1025648,small town
1025649,large town
1025652,small town
1025653,small town
1025654,small town
1025655,small town
1025656,small town
1025658,town
1025659,town
1025660,small town
1025661,small town
1025663,small town
1025664,small town
1025665,small town
1025666,large town
1025667,town
1025668,small town
1025670,small town
1025671,small town
1025672,small town
1025673,small town
1025674,small town
1025675,small town
1025676,small town
1025678,small town
1025679,small town
1025680,small town
1025681,small town
1025682,small town
1025683,small town
1025684,small town
1025685,small town
1025686,small town
1025687,small town
1025688,town
1025689,small town
1025690,small town
1025691,small town
1025692,small town
1025693,small town
1025694,small town
1025695,small town
1025696,small town
1025697,small town
1025698,small town
1025700,small town
1025701,small town
1025702,small town
1025703,small town
1025704,small town
1025705,small town
1025706,small town
1025707,small town
1025708,small town
1025709,small town
1025710,small town
1025711,small town
1025712,small town
1025713,small town
1025714,town
1025715,small town
1025716,small town
1025717,small town
1025718,small town
1025719,small town
1025720,small town
1025721,small town
1025722,small town
1025723,small town
1025724,small town
1025726,small town
1025727,small town
1025728,small town
1025729,small town
1025730,small town
1025731,small town
1025732,small town
1025733,small town
1025734,small town
1025735,small town
1025736,small town
1025737,small town
1025738,small town
1025739,small town
1025740,small town
1025741,small town
1025742,small town
1025743,small town
1025744,small town
1025745,small town
1025747,small town
1025748,small town
1025749,small town
1025750,small town
1025751,small town
1025752,small town
1025753,small town
1025754,small town
1025755,small town
1025756,small town
1025757,small town
1025759,small town
1025760,small town
1025761,small town
1025762,small town
1025763,small town
1025764,small town
1025765,small town
1025766,small town
1025767,small town
1025768,small town
1025769,small town
1025770,small town
1025771,small town
1025772,small town
1025773,small town
1025774,small town
1025775,small town
1025776,small town
1025777,small town
1025778,small town
1025779,small town
1025781,small town
1025782,small town
1025783,small town
1025784,small town
1025785,small town
1025786,small town
1025787,small town
1025788,small town
1025789,small town
1025790,small town
1025791,small town
1025792,small town
1025795,small town
1025796,small town
1025797,small town
1025798,small town
1025799,small town
1025800,small town
1025801,small town
1025802,small town
1025803,small town
1025806,small town
1025807,small town
1025808,small town
1025810,small town
1025811,small town
1025812,small town
1025813,small town
1025814,small town
1025815,small town
1025816,small town
1025817,small town
1025818,small town
1025819,small town
1025820,small town
1025821,small town
1025822,small town
1025823,small town
1025824,small town
1025825,small town
1025826,small town
1025828,small town
1025829,small town
1025831,small town
1025832,small town
1025833,small town
1025834,small town
1025835,small town
1025837,small town
1025838,small town
1025840,small town
1025841,small town
1025842,small town
1025844,small town
1025845,small town
1025846,large town
1025847,small town
1025849,small town
1025850,small town
1025851,small town
1025852,small town
1025853,small town
1025854,small town
1025855,small town
1025856,small town
1025857,small town
1025858,city
1025859,small town
1025860,small town
1025861,small town
1025862,small town
1025863,small town
1025864,small town
1025865,small town
1025866,small town
1025867,small town
1025868,small town
1025869,small town
1025870,small town
1025871,small town
1025872,small town
1025873,small town
1025874,small town
1025875,small town
1025876,small town
1025877,small town
1025878,small town
1025879,small town
1025880,small town
1025881,small town
1025882,small town
1025884,small town
1025885,small town
1025886,town
1025887,small town
1025888,small town
1025889,small town
1025890,small town
1025891,small town
1025892,small town
1025893,small town
1025894,small town
1025895,small town
1025896,small town
1025897,small town
1025898,small town
1025900,small town
1025901,small town
1025902,small town
1025903,small town
1025904,small town
1025905,small town
1025906,small town
1025907,small town
1025908,small town
1025909,small town
1025912,small town
1025914,small town
1025915,small town
1025916,small town
1025917,small town
1025919,small town
1025920,small town
1025922,small town
1025924,small town
1025925,small town
1025927,small town
1025928,town
1025929,small town
1025930,town
1025931,small town
1025932,small town
1025933,small town
1025934,small town
1025936,small town
1025937,small town
1025938,small town
1025939,small town
1025940,small town
1025941,small town
1025943,city
1025944,small town
1025945,small town
1025946,city
1025947,town
1025948,small town
1025950,small town
1025951,small town
1025952,large town
1025953,town
1025954,town
1025955,small town
1025957,small town
1025962,small town
1025963,small town
1025964,small town
1025965,small town
1025966,small town
1025967,small town
1025968,small town
1025969,small town
1025970,small town
1025971,small town
1025973,small town
1025974,small town
1025975,small town
1025977,small town
1025978,small town
1025979,small town
1025980,small town
1025982,small town
1025983,small town
1025984,small town
1025985,small town
1025987,small town
1025988,small town
1025989,small town
1025990,large town
1025991,small town
1025992,small town
1025993,small town
1025994,small town
1025995,town
1025996,small town
1025997,small town
1025999,town
1026000,small town
1026001,small town
1026002,small town
1026003,small town
1026004,small town
1026005,small town
1026007,small town
1026008,small town
1026012,small town
1026013,large town
1026014,small town
1026015,small town
1026019,small town
1026021,small town
1026022,small town
1026023,small town
1026024,small town
1026025,small town
1026026,small town
1026027,large town
1026028,small town
1026029,small town
1026030,small town
1026031,small town
1026032,large town
1026033,small town
1026034,large town
1026035,small town
1026036,city
1026040,town
1026041,small town
1026043,small town
1026044,town
1026045,small town
1026046,small town
1026047,small town
1026049,small town
1026050,small town
1026051,small town
1026052,small town
1026053,small town
1026057,small town
1026059,small town
1026060,small town
1026061,small town
1026062,town
1026064,small town
1026065,small town
1026066,small town
1026067,small town
1026068,small town
1026069,major city
1026071,small town
1026072,small town
1026073,small town
1026074,small town
1026075,small town
1026076,town
1026078,town
1026079,small town
1026080,small town
1026081,small town
1026082,city
1026083,major city
1026084,small town
1026085,small town
1026086,small town
1026087,small town
1026088,small town
1026089,town
1026090,small town
1026091,small town
1026094,small town
1026095,small town
1026097,small town
1026098,small town
1026100,small town
1026101,small town
1026103,small town
1026105,small town
1026106,small town
1026108,small town
1026109,small town
1026110,small town
1026112,small town
1026113,small town
1026114,small town
1026116,small town
1026118,small town
1026119,small town
1026120,small town
1026121,small town
1026123,small town
1026124,small town
1026125,small town
1026129,town
1026130,small town
1026131,small town
1026132,town
1026133,small town
1026134,small town
1026135,small town
1026136,small town
1026137,small town
1026140,small town
1026141,small town
1026142,small town
1026144,small town
1026145,small town
1026146,small town
1026147,small town
1026148,small town
1026149,small town
1026150,small town
1026151,small town
1026152,town
1026154,small town
1026155,small town
1026156,small town
1026158,small town
1026159,small town
1026160,small town
1026161,small town
1026162,small town
1026164,small town
1026166,small town
1026167,small town
1026168,small town
1026169,small town
1026170,city
1026171,small town
1026172,town
1026173,small town
1026174,small town
1026175,small town
1026176,town
1026178,large town
1026179,small town
1026180,small town
1026181,town
1026182,city
1026183,small town
1026184,small town
1026185,small town
1026186,town
1026187,small town
1026188,small town
1026189,small town
1026191,small town
1026192,small town
1026193,small town
1026194,city
1026196,small town
1026198,small town
1026199,small town
1026200,small town
1026201,major city
1026203,small town
1026204,small town
1026205,small town
1026206,small town
1026207,small town
1026208,small town
1026210,small town
1026211,small town
1026212,small town
1026213,large town
1026214,large town
1026215,town
1026216,small town
1026217,town
1026218,small town
1026219,small town
1026220,town
1026221,small town
1026222,small town
1026223,small town
1026224,small town
1026225,town
1026226,small town
1026227,small town
1026229,small town
1026230,small town
1026232,small town
1026233,small town
1026234,small town
1026235,small town
1026236,small town
1026238,small town
1026239,small town
1026240,small town
1026241,small town
1026242,small town
1026245,small town
1026246,small town
1026247,small town
1026248,city
1026249,town
1026250,large town
1026251,small town
1026252,small town
1026253,small town
1026254,small town
1026256,small town
1026257,town
1026258,small town
1026260,small town
1026261,small town
1026262,small town
1026263,small town
1026264,small town
1026265,small town
1026266,small town
1026267,small town
1026269,small town
1026270,small town
1026271,city
1026272,small town
1026273,small town
1026275,town
1026276,large town
1026277,small town
1026278,small town
1026279,small town
1026281,small town
1026282,small town
1026285,small town
1026288,small town
1026289,small town
1026292,town
1026293,small town
1026294,small town
1026295,small town
1026297,town
1026298,small town
1026299,small town
1026300,small town
1026301,small town
1026302,small town
1026303,small town
1026304,small town
1026305,large town
1026306,town
1026307,small town
1026308,small town
1026309,small town
1026310,small town
1026312,small town
1026313,large town
1026314,town
1026315,small town
1026316,small town
1026317,town
1026318,town
1026319,city
1026320,town
1026321,small town
1026322,small town
1026323,small town
1026324,small town
1026325,small town
1026327,small town
1026328,small town
1026329,small town
1026330,small town
1026331,small town
1026332,small town
1026333,small town
1026336,small town
1026338,small town
1026339,major city
1026341,small town
1026342,small town
1026343,small town
1026344,small town
1026345,town
1026346,town
1026348,small town
1026349,town
1026350,city
1026351,small town
1026352,large town
1026353,small town
1026354,small town
1026355,small town
1026356,town
1026357,small town
1026358,small town
1026359,small town
1026360,small town
1026362,small town
1026363,small town
1026364,town
1026366,small town
1026367,town
1026368,small town
1026369,small town
1026370,small town
1026371,small town
1026372,small town
1026373,large town
1026374,small town
1026375,small town
1026376,major city
1026377,small town
1026378,small town
1026379,small town
1026381,small town
1026382,small town
1026383,small town
1026384,town
1026385,large town
1026387,small town
1026388,small town
1026389,small town
1026391,small town
1026392,small town
1026393,small town
1026394,small town
1026395,small town
1026396,small town
1026397,small town
1026398,large town
1026399,small town
1026400,small town
1026401,town
1026402,small town
1026403,small town
1026404,small town
1026406,town
1026407,city
1026410,small town
1026411,major city
1026413,small town
1026414,small town
1026415,large town
1026416,small town
1026419,city
1026420,small town
1026422,small town
1026423,small town
1026424,large town
1026426,small town
1026428,small town
1026429,small town
1026430,small town
1026431,small town
1026432,small town
1026433,small town
1026435,small town
1026436,small town
1026437,small town
1026438,small town
1026439,city
1026440,small town
1026441,large town
1026442,town
1026443,small town
1026444,small town
1026445,small town
1026446,small town
1026448,small town
1026449,small town
1026450,small town
1026451,town
1026452,small town
1026454,small town
1026455,town
1026456,large town
1026460,small town
1026461,small town
1026462,small town
1026463,small town
1026465,small town
1026466,small town
1026467,small town
1026468,small town
1026469,small town
1026470,small town
1026471,small town
1026472,small town
1026474,small town
1026475,small town
1026477,small town
1026478,small town
1026479,small town
1026480,small town
1026481,major city
1026482,small town
1026483,small town
1026485,small town
1026486,small town
1026488,small town
1026489,town
1026490,town
1026491,small town
1026492,town
1026493,small town
1026494,small town
1026495,small town
1026496,small town
1026497,city
1026498,small town
1026499,small town
1026500,small town
1026501,small town
1026502,small town
1026503,small town
1026504,small town
1026505,small town
1026506,small town
1026507,small town
1026509,small town
1026510,small town
1026511,small town
1026512,small town
1026514,small town
1026515,town
1026516,small town
1026517,small town
1026518,town
1026519,small town
1026520,small town
1026521,small town
1026522,small town
1026523,small town
1026524,small town
1026525,small town
1026526,town
1026527,small town
1026528,city
1026529,town
1026531,small town
1026532,small town
1026533,town
1026534,small town
1026535,small town
1026536,small town
1026537,town
1026540,small town
1026541,small town
1026542,small town
1026543,small town
1026544,town
1026545,small town
1026546,small town
1026547,town
1026548,city
1026551,large town
1026552,small town
1026553,town
1026554,small town
1026555,small town
1026556,large town
1026557,small town
1026558,small town
1026559,small town
1026560,small town
1026562,town
1026563,small town
1026564,small town
1026565,small town
1026566,small town
1026567,small town
1026568,small town
1026569,small town
1026570,small town
1026571,small town
1026572,large town
1026573,small town
1026574,small town
1026576,small town
1026578,city
1026579,town
1026580,small town
1026581,small town
1026582,small town
1026583,small town
1026584,small town
1026585,small town
1026586,small town
1026587,small town
1026588,small town
1026590,small town
1026591,large town
1026592,small town
1026593,small town
1026594,small town
1026595,small town
1026596,small town
1026597,town
1026598,small town
1026599,small town
1026600,small town
1026602,small town
1026604,small town
1026605,small town
1026606,small town
1026607,city
1026609,city
1026611,small town
1026612,small town
1026613,small town
1026614,small town
1026615,small town
1026617,small town
1026618,small town
1026619,city
1026620,small town
1026621,small town
1026622,city
1026623,town
1026625,small town
1026626,small town
1026627,small town
1026628,small town
1026629,large town
1026630,large town
1026631,small town
1026632,small town
1026634,small town
1026635,small town
1026638,small town
1026639,small town
1026640,small town
1026641,small town
1026642,small town
1026644,town
1026645,small town
1026646,small town
1026647,small town
1026648,small town
1026649,small town
1026650,small town
1026651,large town
1026653,small town
1026654,small town
1026655,small town
1026656,small town
1026658,large town
1026660,small town
1026661,large town
1026662,small town
1026663,small town
1026664,town
1026665,small town
1026667,small town
1026669,small town
1026670,small town
1026671,small town
1026672,town
1026673,small town
1026675,small town
1026676,small town
1026678,town
1026680,city
1026681,large town
1026682,small town
1026683,small town
1026685,small town
1026686,small town
1026687,large town
1026688,large town
1026689,small town
1026690,small town
1026692,small town
1026693,small town
1026694,town
1026695,city
1026696,small town
1026697,small town
1026698,small town
1026699,small town
1026700,small town
1026701,large town
1026702,small town
1026703,small town
1026705,small town
1026706,small town
1026707,small town
1026708,small town
1026710,small town
1026711,small town
1026712,small town
1026713,small town
1026714,small town
1026715,small town
1026716,town
1026717,small town
1026718,small town
1026720,small town
1026721,small town
1026722,small town
1026723,small town
1026724,small town
1026726,small town
1026727,small town
1026728,small town
1026729,large town
1026730,small town
1026731,small town
1026732,small town
1026734,small town
1026735,small town
1026736,small town
1026737,small town
1026738,small town
1026739,small town
1026740,small town
1026741,town
1026742,small town
1026743,small town
1026744,town
1026746,small town
1026747,small town
1026748,city
1026749,small town
1026750,large town
1026751,small town
1026752,small town
1026753,small town
1026754,small town
1026755,town
1026756,small town
1026757,small town
1026758,large town
1026759,major city
1026760,small town
1026761,town
1026762,small town
1026763,small town
1026764,town
1026765,large town
1026766,small town
1026769,small town
1026770,small town
1026772,small town
1026773,town
1026774,small town
1026775,small town
1026776,small town
1026777,small town
1026778,small town
1026779,small town
1026780,small town
1026782,town
1026783,small town
1026784,small town
1026785,small town
1026788,town
1026789,small town
1026792,small town
1026793,small town
1026794,small town
1026795,small town
1026796,small town
1026797,small town
1026798,small town
1026799,small town
1026800,small town
1026801,small town
1026802,small town
1026803,small town
1026804,town
1026805,small town
1026807,small town
1026810,small town
1026811,small town
1026813,town
1026814,small town
1026815,small town
1026816,town
1026817,small town
1026818,small town
1026819,small town
1026821,small town
1026822,small town
1026823,small town
1026824,small town
1026825,large town
1026826,small town
1026827,small town
1026828,small town
1026829,small town
1026830,small town
1026831,large town
1026832,small town
1026833,small town
1026834,town
1026835,town
1026836,town
1026837,small town
1026838,small town
1026839,small town
1026840,small town
1026841,small town
1026843,small town
1026844,small town
1026845,small town
1026847,small town
1026849,small town
1026850,small town
1026851,small town
1026852,small town
1026853,small town
1026854,small town
1026855,large town
1026856,town
1026858,small town
1026859,small town
1026860,small town
1026861,small town
1026863,small town
1026864,small town
1026865,large town
1026866,small town
1026867,city
1026869,small town
1026870,small town
1026872,small town
1026873,town
1026874,town
1026875,small town
1026876,small town
1026877,small town
1026878,town
1026879,small town
1026880,small town
1026881,small town
1026882,small town
1026883,small town
1026884,small town
1026885,small town
1026886,small town
1026888,small town
1026889,large town
1026890,small town
1026891,small town
1026892,small town
1026893,small town
1026894,small town
1026895,small town
1026896,small town
1026897,small town
1026898,small town
1026899,town
1026900,small town
1026902,small town
1026903,town
1026904,small town
1026905,small town
1026906,small town
1026907,small town
1026909,town
1026910,town
1026911,small town
1026912,town
1026913,small town
1026915,town
1026916,small town
1026917,small town
1026919,small town
1026920,town
1026921,small town
1026924,small town
1026925,small town
1026926,small town
1026927,small town
1026928,small town
1026929,small town
1026930,town
1026931,small town
1026933,small town
1026936,small town
1026938,small town
1026939,small town
1026940,small town
1026941,small town
1026942,small town
1026943,small town
1026944,small town
1026945,town
1026946,small town
1026947,large town
1026948,small town
1026949,large town
1026950,small town
1026951,small town
1026952,large town
1026954,small town
1026955,small town
1026956,small town
1026957,town
1026958,small town
1026959,small town
1026960,small town
1026961,small town
1026962,small town
1026963,small town
1026964,small town
1026965,small town
1026966,small town
1026968,town
1026969,large town
1026970,small town
1026971,large town
1026972,small town
1026973,small town
1026974,small town
1026975,town
1026977,town
1026978,small town
1026979,small town
1026980,large town
1026981,small town
1026982,small town
1026983,small town
1026984,town
1026985,small town
1026986,small town
1026987,town
1026988,small town
1026989,small town
1026990,city
1026991,large town
1026992,small town
1026993,small town
1026994,small town
1026995,large town
1026996,town
1026997,small town
1026998,town
1026999,large town
1027000,small town
1027001,town
1027002,town
1027003,small town
1027004,small town
1027005,small town
1027007,small town
1027008,town
1027009,small town
1027010,large town
1027011,small town
1027012,small town
1027013,small town
1027014,small town
1027017,small town
1027019,city
1027020,small town
1027022,small town
1027024,small town
1027029,small town
1027036,small town
1027038,small town
1027040,small town
1027041,town
1027042,small town
1027044,small town
1027046,small town
1027047,small town
1027048,small town
1027049,small town
1027051,small town
1027052,small town
1027054,small town
1027055,small town
1027056,small town
1027058,small town
1027060,small town
1027061,small town
1027065,small town
1027069,small town
1027070,town
1027071,small town
1027072,small town
1027073,city
1027077,town
1027078,small town
1027079,small town
1027080,small town
1027081,small town
1027082,small town
1027086,small town
1027087,small town
1027088,small town
1027089,small town
1027090,small town
1027092,town
1027096,town
1027097,small town
1027100,small town
1027104,small town
1027105,small town
1027107,small town
1027110,small town
1027111,small town
1027113,small town
1027114,small town
1027116,town
1027118,small town
1027120,small town
1027123,small town
1027126,small town
1027129,small town
1027130,town
1027131,small town
1027138,small town
1027140,small town
1027141,small town
1027146,small town
1027150,small town
1027152,small town
1027153,small town
1027154,small town
1027156,city
1027158,large town
1027161,small town
1027163,town
1027165,small town
1027167,small town
1027168,town
1027171,small town
1027172,small town
1027175,small town
1027177,small town
1027178,small town
1027180,small town
1027186,small town
1027187,small town
1027188,large town
1027189,small town
1027195,small town
1027196,small town
1027200,small town
1027201,large town
1027203,small town
1027206,town
1027208,small town
1027210,small town
1027216,small town
1027218,small town
1027219,small town
1027223,small town
1027224,small town
1027225,small town
1027227,small town
1027228,small town
1027231,small town
1027234,small town
1027237,city
1027239,city
1027240,small town
1027244,small town
1027246,small town
1027248,small town
1027250,small town
1027251,small town
1027252,town
1027253,small town
1027254,small town
1027255,large town
1027260,small town
1027261,small town
1027262,small town
1027264,small town
1027265,small town
1027268,small town
1027269,small town
1027270,city
1027271,large town
1027273,small town
1027274,small town
1027277,town
1027278,small town
1027281,small town
1027283,small town
1027284,small town
1027285,small town
1027286,small town
1027291,small town
1027292,small town
1027293,town
1027295,small town
1027297,small town
1027298,small town
1027301,large town
1027302,small town
1027305,small town
1027306,small town
1027307,small town
1027310,small town
1027313,small town
1027316,small town
1027317,small town
1027318,small town
1027319,small town
1027320,city
1027321,small town
1027325,small town
1027326,small town
1027327,small town
1027330,small town
1027331,town
1027332,small town
1027334,small town
1027336,small town
1027337,small town
1027339,town
1027341,small town
1027345,small town
1027346,small town
1027352,small town
1027356,small town
1027358,small town
9051626,small town
1027359,small town
9051630,small town
1027360,small town
9051632,small town
1027361,small town
9051648,small town
1027362,small town
1027363,town
1027364,small town
9051673,small town
1027366,small town
1027367,small town
1027368,small town
1027369,small town
1027370,small town
1027371,small town
1027372,small town
1027373,small town
1027375,small town
1027376,small town
1027378,small town
1027382,small town
1027388,small town
1027389,small town
1027390,small town
1027391,small town
1027392,small town
1027393,small town
1027395,small town
1027400,small town
9052204,small town
1027401,small town
9052208,small town
1027403,small town
1027404,small town
1027405,small town
9052359,small town
1027406,small town
1027408,small town
9052376,small town
1027410,small town
1027411,small town
9052431,small town
1027412,small town
1027413,small town
9052446,small town
1027414,small town
1027415,small town
1027416,small town
1027418,small town
1027419,small town
1027421,small town
1027424,small town
1027427,small town
9052565,small town
1027429,small town
1027430,small town
1027432,small town
1027433,small town
1027434,small town
1027435,small town
1027437,small town
1027438,small town
1027439,small town
1027441,small town
1027443,small town
1027444,small town
1027445,small town
1027446,small town
1027447,town
1027449,small town
1027450,small town
1027451,town
1027455,small town
9052906,small town
1027458,small town
1027459,small town
1027460,small town
1027461,small town
9052953,small town
1027462,small town
1027464,small town
1027465,small town
1027466,small town
1027467,small town
1027468,small town
1027470,small town
1027471,small town
1027472,small town
9053086,small town
1027481,small town
1027484,small town
1027487,small town
1027488,small town
1027489,small town
1027490,small town
1027491,small town
1027492,small town
1027493,small town
1027494,small town
1027498,small town
1027499,small town
1027501,small town
1027503,town
1027504,small town
1027505,large town
1027506,town
1027507,town
1027509,city
1027510,large town
1027512,small town
1027514,small town
1027515,small town
1027516,small town
1027517,town
1027519,town
1027520,small town
1027521,small town
1027524,small town
1027527,small town
1027529,town
1027530,small town
1027531,small town
1027532,small town
1027533,small town
1027534,small town
1027536,small town
1027537,small town
1027538,small town
1027539,small town
1027540,small town
1027542,small town
1027543,small town
1027546,small town
1027547,small town
1027548,small town
1027549,small town
1027550,small town
1027551,small town
1027553,small town
1027554,small town
1027555,small town
1027556,small town
1027558,small town
1027560,small town
1027564,small town
1027565,small town
1027566,small town
1027567,small town
1027570,small town
1027571,small town
1027572,small town
1027575,small town
1027576,town
1027577,town
1027578,small town
1027579,small town
1027580,small town
1027581,small town
1027582,small town
1027583,large town
1027584,small town
1027586,small town
1027588,large town
1027589,small town
1027590,small town
1027592,small town
1027593,small town
1027594,small town
1027595,small town
1027596,small town
1027597,small town
1027599,small town
1027600,small town
1027601,small town
1027602,small town
1027605,small town
1027606,small town
1027607,small town
1027610,small town
1027612,small town
1027614,small town
1027615,town
1027617,small town
1027618,small town
1027620,small town
1027621,town
1027622,large town
1027623,city
1027624,small town
1027627,large town
1027628,small town
1027629,small town
1027630,small town
1027632,town
1027633,small town
1027634,town
1027636,small town
1027637,small town
1027638,small town
1027639,small town
1027640,small town
1027641,small town
1027642,town
1027646,small town
1027647,town
1027648,small town
1027650,small town
1027653,town
1027654,large town
1027655,small town
1027656,small town
1027659,small town
1027660,small town
1027662,town
1027663,small town
1027664,town
1027665,small town
1027666,small town
1027667,town
1027668,small town
1027669,town
1027670,town
1027671,small town
1027672,town
1027673,small town
1027674,small town
1027676,small town
1027678,small town
1027680,small town
1027681,small town
1027683,town
1027684,small town
1027685,small town
1027687,small town
1027688,small town
1027689,small town
1027691,large town
1027692,small town
1027696,small town
1027697,small town
1027698,small town
1027700,small town
1027702,small town
1027704,large town
1027706,small town
1027708,small town
1027709,town
1027712,small town
1027713,small town
1027714,small town
1027715,small town
1027717,small town
1027718,town
1027719,town
1027721,small town
1027722,small town
1027724,small town
1027725,large town
1027726,large town
1027727,small town
1027729,large town
1027730,small town
1027731,small town
1027732,small town
1027734,small town
1027736,small town
1027737,small town
1027738,small town
1027739,small town
1027741,large town
1027744,major city
1027745,small town
1027747,small town
1027748,small town
1027750,small town
1027753,small town
1027754,small town
1027756,small town
1027759,small town
1027760,city
1027761,small town
1027762,small town
1027763,small town
1027764,small town
1027765,small town
1027766,small town
1027768,small town
1027769,small town
1027770,small town
1027771,small town
1027772,small town
1027773,city
1027775,small town
1027776,small town
1027777,small town
1027778,small town
1027779,small town
1027784,town
1027785,small town
1027787,town
1027790,city
1027793,small town
1027794,town
1027795,small town
1027796,small town
1027797,small town
1027798,small town
1027799,small town
1027801,town
1027802,small town
1027804,small town
1027805,small town
1027806,small town
1027807,small town
1027809,small town
1027810,small town
1027811,large town
1027812,small town
1027813,small town
1027815,small town
1027816,small town
1027817,small town
1027819,small town
1027820,small town
1027822,small town
1027823,small town
1027824,small town
1027825,small town
1027826,small town
1027827,small town
1027828,small town
1027829,small town
1027830,large town
1027831,small town
1027832,small town
1027833,small town
1027834,small town
1027835,small town
1027836,small town
1027837,small town
1027838,small town
1027839,small town
1027840,small town
1027841,small town
1027842,small town
1027843,small town
1027844,small town
1027845,small town
1027846,small town
1027847,small town
1027849,small town
1027850,small town
1027851,town
1027852,small town
1027853,small town
1027854,small town
1027855,town
1027856,small town
1027857,small town
1027858,small town
1027859,small town
1027860,small town
1027861,small town
1027862,small town
1027863,small town
1027865,small town
1027866,small town
1027867,small town
1027868,small town
1027869,small town
1027870,small town
1027871,small town
1027872,small town
1027874,small town
1027876,small town
1027877,small town
1027878,town
1027880,small town
1027881,small town
1027882,small town
1027883,small town
1027884,small town
1027885,small town
1027886,small town
1027887,small town
1027888,small town
1027889,small town
1027890,small town
1027891,small town
1027892,small town
1027893,small town
1027894,small town
1027895,small town
1027896,small town
1027897,small town
1027898,small town
1027899,small town
1027900,small town
1027901,small town
1027902,small town
1027903,small town
1027904,small town
1027905,small town
1027906,small town
1027907,small town
1027908,small town
1027909,small town
1027910,small town
1027911,small town
1027912,small town
1027913,small town
1027914,small town
1027915,small town
1027916,small town
1027917,small town
1027918,small town
1027919,small town
1027920,small town
1027921,small town
1027922,small town
1027923,town
1027924,small town
1027925,small town
1027926,small town
1027927,small town
1027928,town
1027929,small town
1027930,small town
1027931,small town
1027932,small town
1027933,small town
1027934,small town
1027935,small town
1027936,small town
1027938,small town
1027940,small town
1027941,small town
1027942,small town
1027943,small town
1027944,large town
1027945,small town
1027946,small town
1027947,small town
1027949,small town
1027950,small town
1027951,small town
1027952,small town
1027953,small town
1027954,small town
1027955,small town
1027956,small town
1027957,small town
1027958,small town
1027959,small town
1027960,small town
1027961,small town
1027962,small town
1027963,small town
1027965,small town
1027966,town
1027967,small town
1027968,small town
1027969,small town
1027970,small town
1027971,town
1027973,small town
1027974,small town
1027976,small town
1027977,small town
1027978,small town
1027979,small town
1027980,town
1027981,small town
1027982,small town
1027983,small town
1027984,small town
1027986,small town
1027987,small town
1027989,small town
1027990,small town
1027991,large town
1027992,small town
1027993,small town
1027995,small town
1027996,small town
1027997,small town
1027998,small town
1027999,town
1028000,small town
1028001,small town
1028002,small town
1028003,small town
1028005,small town
1028006,small town
1028007,small town
1028008,small town
1028010,small town
1028011,small town
1028012,small town
1028014,town
1028015,small town
1028016,small town
1028017,small town
1028018,small town
1028019,small town
1028021,small town
1028022,large town
1028023,small town
1028024,small town
1028026,small town
1028027,small town
1028028,small town
1028029,large town
1028031,small town
1028032,small town
1028033,small town
1028034,small town
1028035,small town
1028036,large town
1028037,small town
1028038,small town
1028039,small town
1028040,small town
1028041,small town
1028042,small town
1028043,small town
1028045,small town
1028048,small town
1028049,small town
1028050,small town
1028051,small town
1028052,small town
1028053,small town
1028054,small town
1028055,small town
1028056,small town
1028057,city
1028058,small town
1028059,small town
1028060,town
1028061,small town
1028063,small town
1028064,small town
1028065,small town
1028066,small town
1028067,town
1028068,small town
1028069,small town
1028070,small town
1028071,small town
1028072,small town
1028073,small town
1028074,small town
1028075,town
1028076,town
1028077,town
1028078,town
1028080,small town
1028081,small town
1028082,small town
1028083,small town
1028084,town
1028085,small town
1028086,small town
1028087,city
1028088,small town
1028089,small town
1028090,small town
1028091,small town
1028092,small town
1028093,small town
1028094,small town
1028095,small town
1028096,small town
1028097,small town
1028098,small town
1028099,small town
1028100,small town
1028101,town
1028102,small town
1028103,small town
1028104,town
1028105,small town
1028106,small town
1028107,small town
1028108,small town
1028109,town
1028111,small town
1028112,small town
1028113,small town
1028114,small town
1028115,small town
1028116,small town
1028117,small town
1028118,small town
1028120,small town
1028121,small town
1028122,town
1028123,small town
1028124,small town
1028125,town
1028126,small town
1028127,small town
1028129,small town
1028130,town
1028131,small town
1028132,small town
1028133,small town
1028134,small town
1028135,small town
1028136,small town
1028137,large town
1028138,small town
1028139,small town
1028140,small town
1028141,small town
1028142,small town
1028143,small town
1028144,small town
1028145,small town
1028147,small town
1028148,small town
1028149,town
1028151,small town
1028152,small town
1028153,small town
1028154,small town
1028155,small town
1028156,small town
1028157,town
1028158,small town
1028159,small town
1028160,small town
1028161,small town
1028162,small town
1028163,small town
1028164,small town
1028165,small town
1028166,small town
1028167,small town
1028168,small town
1028169,small town
1028170,small town
1028171,small town
1028172,small town
1028173,small town
1028174,small town
1028175,large town
1028176,small town
